id,city,state_name
1840000434,Worcester,Massachusetts
1840020553,Murrieta,California
1840013501,Greenville,South Carolina
1840001686,Wichita,Kansas
1840000572,Toledo,Ohio
1840034032,Staten Island,New York
1840007069,Des Moines,Iowa
1840020490,Long Beach,California
1840015119,Port St. Lucie,Florida
1840019390,Denton,Texas
1840002915,Madison,Wisconsin
1840020121,Reno,Nevada
1840001288,Harrisburg,Pennsylvania
1840015509,Little Rock,Arkansas
1840020296,Oakland,California
1840013364,Durham,North Carolina
1840015324,Winston-Salem,North Carolina
1840014227,Bonita Springs,Florida
1840019304,Indio,California
1840015064,Palm Coast,Florida
1840014569,Chattanooga,Tennessee
1840021093,Spokane,Washington
1840000378,Syracuse,New York
1840003718,Lancaster,Pennsylvania
1840019422,Arlington,Texas
1840021517,Stockton,California
1840000500,Poughkeepsie,New York
1840029462,Augusta,Georgia
1840027142,Boise,Idaho
1840020474,Oxnard,California
1840003389,Scranton,Pennsylvania
1840020287,Modesto,California
1840015109,Kissimmee,Florida
1840018794,Aurora,Colorado
1840003563,Youngstown,Ohio
1840013368,Fayetteville,Arkansas
1840019322,Anaheim,California
1840015005,Pensacola,Florida
1840021731,Victorville,California
1840020516,Lancaster,California
1840013356,Greensboro,North Carolina
1840019718,Corpus Christi,Texas
1840008261,Fort Wayne,Indiana
1840021964,Santa Ana,California
1840002949,Flint,Michigan
1840013490,Fayetteville,North Carolina
1840014895,Jackson,Mississippi
1840021488,Santa Rosa,California
1840003102,Lansing,Michigan
1630035577,San Juan,Puerto Rico
1840015211,Lexington,Kentucky
1840003172,Ann Arbor,Michigan
1840020361,Henderson,Nevada
1840005061,Huntsville,Alabama
1840006009,Mobile,Alabama
1840020151,Fort Collins,Colorado
1840013411,Asheville,North Carolina
1840021864,Santa Clarita,California
1840008940,St. Paul,Minnesota
1840018903,Antioch,California
1840015108,Lakeland,Florida
1840001383,Trenton,New Jersey
1840009357,Lincoln,Nebraska
1840009904,Springfield,Missouri
1840023385,Anchorage,Alaska
1840020662,Plano,Texas
1840019325,Irvine,California
1840007081,Davenport,Iowa
1840009132,Rockford,Illinois
1840002791,Newark,New Jersey
1840009241,South Bend,Indiana
1840015768,Shreveport,Louisiana
1840011171,Round Lake Beach,Illinois
1840015830,Savannah,Georgia
1840014717,Myrtle Beach,South Carolina
1840019350,Chula Vista,California
1840020007,Eugene,Oregon
1840000963,Canton,Ohio
1840020604,Lubbock,Texas
1840001185,Reading,Pennsylvania
1840015970,Winter Haven,Florida
1840021224,Salem,Oregon
1840015977,St. Petersburg,Florida
1840015044,Lafayette,Louisiana
1840021002,Laredo,Texas
1840003600,Jersey City,New Jersey
1840014559,Concord,North Carolina
1840014887,Columbus,Georgia
1840019309,Chandler,Arizona
1840020657,McKinney,Texas
1840021940,Scottsdale,Arizona
1840020854,Killeen,Texas
1840015913,Tallahassee,Florida
1840009373,Peoria,Illinois
1840015576,Wilmington,North Carolina
1840008353,Montgomery,Alabama
1840021947,Gilbert,Arizona
1840020563,Glendale,Arizona
1840020363,North Las Vegas,Nevada
1840003874,Chesapeake,Virginia
1840031233,Barnstable,Massachusetts
1840003869,Norfolk,Virginia
1840020292,Fremont,California
1840018481,Kennewick,Washington
1840020707,Garland,Texas
1840019438,Irving,Texas
1840021639,Visalia,California
1840003798,Atlantic City,New Jersey
1840033743,Paradise,Nevada
1840002984,Nashua,New Hampshire
1840006112,Arlington,Virginia
1840015157,Hialeah,Florida
1840001472,York,Pennsylvania
1840013730,Evansville,Indiana
1840019310,Avondale,Arizona
1840019743,Brownsville,Texas
1840013947,Gulfport,Mississippi
1840002400,Appleton,Wisconsin
1840018410,Bremerton,Washington
1840014524,Hickory,North Carolina
1840021129,Tacoma,Washington
1840021728,San Bernardino,California
1840019570,College Station,Texas
1840003185,Kalamazoo,Michigan
1840021844,Thousand Oaks,California
1840003858,Roanoke,Virginia
1840020402,Fontana,California
1840020552,Moreno Valley,California
1840015120,North Port,Florida
1840000177,Fargo,North Dakota
1840002344,Green Bay,Wisconsin
1840033832,Spring Valley,Nevada
1840019156,Amarillo,Texas
1840000327,Portland,Maine
1840021829,Santa Barbara,California
1840014022,Gainesville,Florida
1840019865,Olympia,Washington
1840020654,Frisco,Texas
1840003478,Yonkers,New York
1840004828,Norwich,Connecticut
1840020483,Glendale,California
1840020578,Huntington Beach,California
1840015072,Deltona,Florida
1840007034,Aurora,Illinois
1840021942,Tempe,Arizona
1840003834,Overland Park,Kansas
1840020709,Grand Prairie,Texas
1840033833,Sunrise Manor,Nevada
1840022140,Waco,Texas
1840021632,Salinas,California
1840004851,Waterbury,Connecticut
1840014421,Clarksville,Tennessee
1840000471,Cedar Rapids,Iowa
1840002648,Sioux Falls,South Dakota
1840006211,Huntington,West Virginia
1840020410,Ontario,California
1840005613,Hagerstown,Maryland
1840000478,Erie,Pennsylvania
1840021189,Vancouver,Washington
1840020041,Nampa,Idaho
1840015482,Spartanburg,South Carolina
1840013468,Gastonia,North Carolina
1840014236,Fort Lauderdale,Florida
1840000644,Lorain,Ohio
1840014495,Murfreesboro,Tennessee
1840014479,High Point,North Carolina
1840003862,Newport News,Virginia
1840020411,Rancho Cucamonga,California
1840020550,Hemet,California
1840021579,Santa Cruz,California
1840004837,Danbury,Connecticut
1840020567,Peoria,Arizona
1840020623,Oceanside,California
1840020245,Elk Grove,California
1840015141,Pembroke Pines,Florida
1840021499,Vallejo,California
1840020577,Garden Grove,California
1840033827,Enterprise,Nevada
1840020076,Medford,Oregon
1840016196,Cary,North Carolina
1840019789,Marysville,Washington
1840019305,Corona,California
1840015067,Ocala,Florida
1840003845,Fredericksburg,Virginia
1840013612,Gainesville,Georgia
1840002983,Manchester,New Hampshire
1630035622,Bayamón,Puerto Rico
1840007239,Champaign,Illinois
1840003837,Alexandria,Virginia
1840020293,Hayward,California
1840009517,Springfield,Illinois
1840020198,Lakewood,Colorado
1840008354,Lafayette,Indiana
1840005710,Frederick,Maryland
1840015039,Lake Charles,Louisiana
1840020794,Odessa,Texas
1840005563,Tuscaloosa,Alabama
1840015800,Warner Robins,Georgia
1840020502,Palmdale,California
1840015144,Hollywood,Florida
1840020792,Midland,Texas
1840015083,Leesburg,Florida
1840020919,Port Arthur,Texas
1840002870,Muskegon,Michigan
1840043455,Macon,Georgia
1840001626,Kansas City,Kansas
1840021573,Sunnyvale,California
1840020507,Pomona,California
1840020620,Escondido,California
1840020930,Pasadena,Texas
1840003219,New Bedford,Massachusetts
1840020253,Fairfield,California
1840008143,Naperville,Illinois
1840018417,Bellevue,Washington
1840000460,Binghamton,New York
1840008187,Elkhart,Indiana
1840001621,Topeka,Kansas
1840008192,Joliet,Illinois
1840019612,Beaumont,Texas
1840000838,Paterson,New Jersey
1840020313,Merced,California
1840020255,Pueblo,Colorado
1840022076,Tyler,Texas
1840021873,Torrance,California
1840021998,Yuma,Arizona
1840013994,Metairie,Louisiana
1840021941,Surprise,Arizona
1840007391,Columbia,Missouri
1840029463,Athens,Georgia
1840020233,Roseville,California
1840021422,Thornton,Colorado
1840015137,Miramar,Florida
1840020505,Pasadena,California
1840020713,Mesquite,Texas
1840003833,Olathe,Kansas
1840021830,Santa Maria,California
1840015063,Houma,Louisiana
1840019436,Carrollton,Texas
1840020230,Grand Junction,Colorado
1840006196,Charleston,West Virginia
1840020582,Orange,California
1840020576,Fullerton,California
1840020149,Greeley,Colorado
1630035637,Carolina,Puerto Rico
1840020683,Las Cruces,New Mexico
1840015034,Panama City,Florida
1840021036,Harlingen,Texas
1840021389,West Valley City,Utah
1840003866,Hampton,Virginia
1840002418,Warren,Michigan
1840015476,Mauldin,South Carolina
1840007207,Bloomington,Illinois
1840015134,Coral Springs,Florida
1840020879,Round Rock,Texas
1840021154,Yakima,Washington
1840003094,Sterling Heights,Michigan
1840018424,Kent,Washington
1840013362,Burlington,North Carolina
1840018346,Bellingham,Washington
1840021571,Santa Clara,California
1840002493,Racine,Wisconsin
1840013407,Greenville,North Carolina
1840004841,Stamford,Connecticut
1840003613,Elizabeth,New Jersey
1840014462,Johnson City,Tennessee
1840003855,Lynchburg,Virginia
1840021843,Simi Valley,California
1840013456,Fort Smith,Arkansas
1840003160,Kenosha,Wisconsin
1840020451,Norman,Oklahoma
1840002432,South Lyon,Michigan
1840018774,Boulder,Colorado
1840019476,Abilene,Texas
1840014220,Lehigh Acres,Florida
1840020979,Pearland,Texas
1840018914,Berkeley,California
1840020710,Richardson,Texas
1840020141,Redding,California
1840018788,Arvada,Colorado
1840019206,East Los Angeles,California
1840021559,St. George,Utah
1840018496,Billings,Montana
1840021463,Yuba City,California
1840008987,Rochester,Minnesota
1840000437,Leominster,Massachusetts
1840014425,Kingsport,Tennessee
1840007685,Duluth,Minnesota
1840014618,Rock Hill,South Carolina
1840020327,Gilroy,California
1840000429,Cambridge,Massachusetts
1840022217,Sugar Land,Texas
1840022234,Texas City,Texas
1840000532,Iowa City,Iowa
1840002813,Saginaw,Michigan
1840018778,Chico,California
1840005810,Dover,Delaware
1840015110,Clearwater,Florida
1840018402,Coeur d'Alene,Idaho
1840021634,Seaside,California
1840008534,Independence,Missouri
1840021388,West Jordan,Utah
1840014151,Brandon,Florida
1840007376,Bloomington,Indiana
1840020480,El Monte,California
1840015164,North Charleston,South Carolina
1840019352,Carlsbad,California
1840008881,St. Cloud,Minnesota
1840021937,Temecula,California
1840018944,Clovis,California
1840020046,Meridian,Idaho
1840019585,The Woodlands,Texas
1630023669,Ponce,Puerto Rico
1840021423,Westminster,Colorado
1840019326,Costa Mesa,California
1840014881,Monroe,Louisiana
1840002746,Utica,New York
1840015143,Pompano Beach,Florida
1840015993,West Palm Beach,Florida
1840000440,Waterloo,Iowa
1840019785,Everett,Washington
1840020630,El Centro,California
1840021707,Santa Fe,New Mexico
1840019245,Downey,California
1840014105,Spring Hill,Florida
1840000426,Lowell,Massachusetts
1840018792,Centennial,Colorado
1840008134,Elgin,Illinois
1840020277,Richmond,California
1840019059,Broken Arrow,Oklahoma
1840015151,Miami Gardens,Florida
1840018618,Bend,Oregon
1840002310,Burlington,Vermont
1840043419,Jurupa Valley,California
1840015609,Sandy Springs,Georgia
1840019939,Gresham,Oregon
1840020639,Lewisville,Texas
1840019932,Hillsboro,Oregon
1840037414,San Buenaventura,California
1840014653,Jacksonville,North Carolina
1840001373,Pottstown,Pennsylvania
1840019237,Inglewood,California
1840020973,League City,Texas
1840002296,Eau Claire,Wisconsin
1840021533,Turlock,California
1840022154,Temple,Texas
1840000447,Sioux City,Iowa
1840006219,Salisbury,Maryland
1840017272,Davie,Florida
1840018926,Daly City,California
1840028579,Highlands Ranch,Colorado
1840019396,Allen,Texas
1840021876,West Covina,California
1840021337,Sparks,Nevada
1840021923,Wichita Falls,Texas
1840021551,San Mateo,California
1840005803,Columbia,Maryland
1840020501,Norwalk,California
1840020407,Rialto,California
1840020265,Manteca,California
1840036690,Arden-Arcade,California
1840020618,El Cajon,California
1840019233,Burbank,California
1840020178,Longmont,Colorado
1840019827,Renton,Washington
1840021994,Vista,California
1840020108,Logan,Utah
1840021772,Prescott Valley,Arizona
1840021498,Vacaville,California
1840021020,Edinburg,Texas
1840007260,Carmel,Indiana
1840021094,Spokane Valley,Washington
1840022146,San Angelo,Texas
1840002577,La Crosse,Wisconsin
1840018644,Idaho Falls,Idaho
1840002996,Holland,Michigan
1840001678,Charlottesville,Virginia
1840020746,Longview,Texas
1840021518,Tracy,California
1840014207,Boca Raton,Florida
1840020180,Lafayette,Colorado
1840032155,Lee's Summit,Missouri
1840020387,Rio Rancho,New Mexico
1840029465,South Fulton,Georgia
1840018556,Beaverton,Oregon
1840001632,Lawrence,Kansas
1840001926,Bismarck,North Dakota
1840020171,Orem,Utah
1840003804,Middletown,Ohio
1840027990,San Tan Valley,Arizona
1840021991,San Marcos,California
1840037422,Sandy,Utah
1840019826,Federal Way,Washington
1840015909,Mandeville,Louisiana
1840020404,Hesperia,California
1840000467,Brockton,Massachusetts
1840019240,Compton,California
1840014158,Riverview,Florida
1840010496,Fishers,Indiana
1840016000,Sunrise,Florida
1840013265,Bowling Green,Kentucky
1840014741,Roswell,Georgia
1840022903,Menifee,California
1840015142,Plantation,Florida
1840002808,Dover,New Hampshire
1840000461,Quincy,Massachusetts
1840003872,Portsmouth,Virginia
1840019114,Chino,California
1840000409,Lynn,Massachusetts
1840020423,Edmond,Oklahoma
1840020382,Hanford,California
1840003969,Dearborn,Michigan
1840003985,Livonia,Michigan
1840021870,South Gate,California
1840001551,Vineland,New Jersey
1840013643,Florence,South Carolina
1840002932,Portsmouth,New Hampshire
1840015911,Slidell,Louisiana
1840020477,Lawton,Oklahoma
1840019836,Kirkland,Washington
1840019840,Missoula,Montana
1840013810,Auburn,Alabama
1840002180,Rapid City,South Dakota
1840009671,Terre Haute,Indiana
1840003873,Suffolk,Virginia
1840006446,Blacksburg,Virginia
1840017286,Mount Pleasant,South Carolina
1840019214,Carson,California
1840019586,Conroe,Texas
1840029102,Alafaya,Florida
1840020294,Livermore,California
1840021969,Westminster,California
1840005840,Germantown,Maryland
1840021866,Santa Monica,California
1840021341,New Braunfels,Texas
1840000497,Fall River,Massachusetts
1840013864,Albany,Georgia
1840015150,Miami Beach,Florida
1840004839,Norwalk,Connecticut
1840021538,San Leandro,California
1840008571,O'Fallon,Missouri
1840000433,Newton,Massachusetts
1840008365,Muncie,Indiana
1840018845,Citrus Heights,California
1840000830,State College,Pennsylvania
1840029089,Town 'n' Country,Florida
1840007269,Decatur,Illinois
1840003173,Jackson,Michigan
1840014226,Fort Myers,Florida
1840020564,Goodyear,Arizona
1840014651,Dalton,Georgia
1840019569,Bryan,Texas
1840010113,Waukegan,Illinois
1840020486,Hawthorne,California
1840007242,Anderson,Indiana
1840020304,Redwood City,California
1840014795,Hoover,Alabama
1840020591,Lake Forest,California
1840020241,Napa,California
1840021878,Whittier,California
1840003511,Clifton,New Jersey
1840015114,Largo,Florida
1840006747,Bloomington,Minnesota
1840014742,Johns Creek,Georgia
1840020581,Newport Beach,California
1840021026,Mission,Texas
1840020329,Milpitas,California
1840002434,Troy,Michigan
1840020300,Madera,California
1840008771,Joplin,Missouri
1840019115,Chino Hills,California
1840019222,Alhambra,California
1840013380,Franklin,Tennessee
1840015960,Melbourne,Florida
1840003953,Port Huron,Michigan
1840003765,Springfield,Ohio
1840020332,Mountain View,California
1840015968,Zephyrhills,Florida
1840015935,St. Augustine,Florida
1840020335,Flagstaff,Arizona
1840019324,Buena Park,California
1840020298,Pleasanton,California
1840005845,Silver Spring,Maryland
1840018251,Atascocita,Texas
1840001847,Westland,Michigan
1840018416,Auburn,Washington
1840003287,Cranston,Rhode Island
1840003123,Somerville,Massachusetts
1840020246,Folsom,California
1840015336,Springdale,Arkansas
1840015136,Deerfield Beach,Florida
1840003344,Warwick,Rhode Island
1840009186,Cicero,Illinois
1840002442,Farmington Hills,Michigan
1840001419,Newark,Ohio
1840001720,Williamsburg,Virginia
1840004023,Brooklyn Park,Minnesota
1840013878,Hattiesburg,Mississippi
1840013873,Alexandria,Louisiana
1840000408,Lawrence,Massachusetts
1840002083,Florence,Alabama
1840015894,Valdosta,Georgia
1840008929,Plymouth,Minnesota
1840021939,Buckeye,Arizona
1840020875,Georgetown,Texas
1840018713,Cheyenne,Wyoming
1840019572,Cedar Park,Texas
1840014065,The Villages,Florida
1840013844,Kokomo,Indiana
1840021967,Tustin,California
1840020515,Lakewood,California
1840020557,Perris,California
1840009549,St. Joseph,Missouri
1840022010,Flower Mound,Texas
1840021030,Pharr,Texas
1840014098,Pine Hills,Florida
1840007424,Alton,Illinois
1840020152,Loveland,Colorado
1840014208,Boynton Beach,Florida
1840000782,New Rochelle,New York
1840013579,Anderson,South Carolina
1840014507,Jonesboro,Arkansas
1840001347,Lebanon,Pennsylvania
1840003406,Parma,Ohio
1840020145,Layton,Utah
1840013218,Elizabethtown,Kentucky
1840021987,Texarkana,Texas
1840018913,Alameda,California
1840008260,Kankakee,Illinois
1840021581,Watsonville,California
1840020368,Porterville,California
1840019616,Baytown,Texas
1840021730,Upland,California
1840018833,Davis,California
1840019201,Camarillo,California
1840021385,South Jordan,Utah
1840003176,Battle Creek,Michigan
1840019230,Bellflower,California
1840022188,San Marcos,Texas
1840021530,San Ramon,California
1840020980,Lake Jackson,Texas
1840000986,Bethlehem,Pennsylvania
1840000374,Wyoming,Michigan
1840002246,Oshkosh,Wisconsin
1840007092,Hammond,Indiana
1840006175,Waldorf,Maryland
1840020950,Missouri City,Texas
1840019888,Pasco,Washington
1840005510,Wheeling,West Virginia
1840014244,Kendall,Florida
1840019227,Baldwin Park,California
1840020248,Rancho Cordova,California
1840014598,Conway,Arkansas
1840008194,Gary,Indiana
1840001080,Altoona,Pennsylvania
1840020263,Lodi,California
1840011243,Arlington Heights,Illinois
1840011482,Bolingbrook,Illinois
1840002429,Rochester Hills,Michigan
1840001623,Winchester,Virginia
1840003131,Framingham,Massachusetts
1840016974,Hilton Head Island,South Carolina
1840006015,Centreville,Virginia
1840021539,Union City,California
1840014340,Owensboro,Kentucky
1840014528,Jackson,Tennessee
1840014603,Cleveland,Tennessee
1840002163,Wausau,Wisconsin
1840001507,Camden,New Jersey
1840006563,Anniston,Alabama
1840008129,Evanston,Illinois
1840021733,Apple Valley,California
1840000960,Mansfield,Ohio
1630023540,Caguas,Puerto Rico
1840011319,Schaumburg,Illinois
1840013376,Pocatello,Idaho
1840009998,Woodbury,Minnesota
1840002431,Southfield,Michigan
1840005802,Ellicott City,Maryland
1840006094,Dale City,Virginia
1840008923,Maple Grove,Minnesota
1840020282,Pittsburg,California
1840004774,New Britain,Connecticut
1840005647,Morgantown,West Virginia
1840020702,Mansfield,Texas
1840013908,Hammond,Louisiana
1840001518,Dothan,Alabama
1840003844,Harrisonburg,Virginia
1840021074,Wenatchee,Washington
1840003008,Waukesha,Wisconsin
1840003285,Pawtucket,Rhode Island
1840019835,Redmond,Washington
1840015146,Lauderhill,Florida
1840015612,Sumter,South Carolina
1840020412,Redlands,California
1840006178,Daphne,Alabama
1840019774,Mount Vernon,Washington
1840016003,Weston,Florida
1840009719,St. Charles,Missouri
1840002467,Janesville,Wisconsin
1840021953,Sherman,Texas
1840020703,North Richland Hills,Texas
1840018781,Broomfield,Colorado
1840074847,El Paso de Robles,California
1840013301,Bristol,Tennessee
1840005579,Wilmington,Delaware
1840018108,Casas Adobes,Arizona
1840021531,Walnut Creek,California
1840014132,Poinciana,Florida
1840020492,Lynwood,California
1840005917,Glen Burnie,Maryland
1840020168,Lehi,Utah
1840000837,Passaic,New Jersey
1840015159,Homestead,Florida
1840002829,West Bend,Wisconsin
1840015123,Delray Beach,Florida
1840002628,Sheboygan,Wisconsin
1840020560,Lake Elsinore,California
1840015068,Daytona Beach,Florida
1840022814,Los Lunas,New Mexico
1840002785,Lima,Ohio
1840001403,Decatur,Alabama
1840020232,Rocklin,California
1840014444,Rogers,Arkansas
1840022455,Castle Rock,Colorado
1840001450,Hanover,Pennsylvania
1840013790,Bossier City,Louisiana
1840000438,Dubuque,Iowa
1840005849,Rockville,Maryland
1840023044,Victoria,Texas
1840000369,Saratoga Springs,New York
1630023575,Guaynabo,Puerto Rico
1840005848,Gaithersburg,Maryland
1840001034,Union City,New Jersey
1840007019,Ames,Iowa
1840010185,West Des Moines,Iowa
1840021552,South San Francisco,California
1840021970,Yorba Linda,California
1840038324,Casper,Wyoming
1840011311,Palatine,Illinois
1840018611,Corvallis,Oregon
1840007066,Ankeny,Iowa
1840000781,Mount Vernon,New York
1840020711,Rowlett,Texas
1840007859,Lakeville,Minnesota
1840013659,Alpharetta,Georgia
1840019904,Longview,Washington
1840007033,DeKalb,Illinois
1840020244,Petaluma,California
1840020509,Redondo Beach,California
1840016001,Tamarac,Florida
1840020589,Laguna Niguel,California
1840007852,Eagan,Minnesota
1840015047,Kenner,Louisiana
1840002583,Bay City,Michigan
1840014632,North Little Rock,Arkansas
1840021115,Sammamish,Washington
1840001641,Shawnee,Kansas
1840017255,Jupiter,Florida
1840015148,Doral,Florida
1840037057,Florence-Graham,California
1840007560,Carbondale,Illinois
1840006719,Blaine,Minnesota
1840005405,Weirton,West Virginia
1840021638,Tulare,California
1840018311,Wellington,Florida
1840020892,Pflugerville,Texas
1840020333,Palo Alto,California
1840000395,Schenectady,New York
1840019839,Great Falls,Montana
1840013869,Michigan City,Indiana
1840003595,Bayonne,New Jersey
1840007821,Eden Prairie,Minnesota
1840015077,Port Orange,Florida
1840018916,Dublin,California
1840000101,Grand Forks,North Dakota
1840013891,Noblesville,Indiana
1840021962,San Clemente,California
1840018904,Brentwood,California
1840017579,Carmichael,California
1840002792,East Orange,New Jersey
1840028421,Eastvale,California
1840016152,Chapel Hill,North Carolina
1840014490,Rocky Mount,North Carolina
1840002450,Haverhill,Massachusetts
1840002471,Beloit,Wisconsin
1840000345,Glens Falls,New York
1840005021,Brentwood,New York
1840023463,Fairbanks,Alaska
1840021263,Springfield,Oregon
1840005826,Bethesda,Maryland
1840001116,Johnstown,Pennsylvania
1840005681,Dundalk,Maryland
1840017620,Castro Valley,California
1840006714,Coon Rapids,Minnesota
1840000472,Elmira,New York
1840008975,Mankato,Minnesota
1840018605,Albany,Oregon
1840015154,North Miami,Florida
1840020619,Encinitas,California
1840011321,Skokie,Illinois
1840020877,Leander,Texas
1840005786,Parkersburg,West Virginia
1840000428,Waltham,Massachusetts
1840014200,Port Charlotte,Florida
1840014143,Palm Harbor,Florida
1840021734,San Luis Obispo,California
1840015986,Sebring,Florida
1840007117,Council Bluffs,Iowa
1840003803,Hamilton,Ohio
1840020449,Moore,Oklahoma
1840020506,Pico Rivera,California
1840019364,Casa Grande,Arizona
1840001146,Monessen,Pennsylvania
1840020499,Montebello,California
1840014681,Rome,Georgia
1840029009,The Hammocks,Florida
1840018744,Millcreek,Utah
1840015958,Sanford,Florida
1840020622,National City,California
1630035520,Mayagüez,Puerto Rico
1840006766,Burnsville,Minnesota
1840015132,Coconut Creek,Florida
1840014467,Morristown,Tennessee
1840006025,Reston,Virginia
1840019860,Lakewood,Washington
1840019615,Spring,Texas
1840006332,Gadsden,Alabama
1840003965,Taylor,Michigan
1840002423,Novi,Michigan
1840015633,Marietta,Georgia
1840014670,Hot Springs,Arkansas
1840021485,Woodland,California
1840028983,Fountainebleau,Florida
1840020585,La Habra,California
1840000430,Malden,Massachusetts
1840019209,South Whittier,California
1840018785,Commerce City,Colorado
1840037886,South Hill,Washington
1840004772,Bristol,Connecticut
1840013714,Columbus,Indiana
1840003034,West Allis,Wisconsin
1840021387,Taylorsville,Utah
1840000238,Bangor,Maine
1840020500,Monterey Park,California
1840007332,Greenwood,Indiana
1840013472,Bartlett,Tennessee
1840014173,Bradenton,Florida
1840002427,Pontiac,Michigan
1840001670,Staunton,Virginia
1840004848,Meriden,Connecticut
1840020482,Gardena,California
1840015355,Apex,North Carolina
1840002430,Royal Oak,Michigan
1840018950,Cupertino,California
1840020625,La Mesa,California
1840003215,Benton Harbor,Michigan
1840003093,St. Clair Shores,Michigan
1840007032,Des Plaines,Illinois
1840000320,Lewiston,Maine
1840015999,Margate,Florida
1840002660,Midland,Michigan
1840003826,Carson City,Nevada
1840005970,Bowie,Maryland
1840000585,Middletown,New York
1840018641,Caldwell,Idaho
1840021513,San Rafael,California
1840019889,Richland,Washington
1840009721,St. Peters,Missouri
1840014118,Wesley Chapel,Florida
1840014419,Hendersonville,Tennessee
1840003477,White Plains,New York
1840016349,Huntersville,North Carolina
1840021992,Santee,California
1840008615,Jefferson City,Missouri
1840006350,Beckley,West Virginia
1840019223,Arcadia,California
1840015962,Titusville,Florida
1840014701,Cartersville,Georgia
1840021174,Walla Walla,Washington
1840011310,Orland Park,Illinois
1840005695,Towson,Maryland
1840132442,Weymouth,Massachusetts
1840022454,Parker,Colorado
1840015125,Palm Beach Gardens,Florida
1840018509,Bozeman,Montana
1840003507,East Stroudsburg,Pennsylvania
1840019235,Huntington Park,California
1840003220,Taunton,Massachusetts
1840020425,Midwest City,Oklahoma
1840000431,Medford,Massachusetts
1840013432,Goldsboro,North Carolina
1840020693,Euless,Texas
1840001589,Manhattan,Kansas
1840021118,Shoreline,Washington
1840021044,Lake Havasu City,Arizona
1840015634,Smyrna,Georgia
1840007598,Cape Girardeau,Missouri
1840029085,Tamiami,Florida
1840029045,Kendale Lakes,Florida
1840020087,Grants Pass,Oregon
1840007396,Blue Springs,Missouri
1840015519,Southaven,Mississippi
1840011331,Tinley Park,Illinois
1840019244,Diamond Bar,California
1840003116,Pittsfield,Massachusetts
1840019690,Eagle Pass,Texas
1840001339,New Brunswick,New Jersey
1840001639,Lenexa,Kansas
1840000753,Hazleton,Pennsylvania
1840021301,Twin Falls,Idaho
1840029224,Brookhaven,Georgia
1840020260,Novato,California
1840021206,Tigard,Oregon
1840020405,Highland,California
1840020575,Fountain Valley,California
1840003970,Dearborn Heights,Michigan
1840020697,Grapevine,Texas
1840002603,Fond du Lac,Wisconsin
1840017921,Hacienda Heights,California
1840000442,Ithaca,New York
1840006768,Apple Valley,Minnesota
1840000462,Chicopee,Massachusetts
1840011306,Oak Lawn,Illinois
